Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration
Dr. Major Tanvir Ahmed,"MBBS,CCD (birdem),MS (Eye),FICO (England)",Ophthalmologist,17.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Farjana Sharmeen Shimu,"MBBS,MS (Eye)",Ophthalmologist,10.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Jamsed Faridi Jami,"MBBS (DU),DO (BSMMU),BCS (HEALTH),CCD (BIRDEM)",Ophthalmologist,16.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Nowshin Afroze Ranchi,"MBBS,BCS (Health),FCPS (Eye)",Ophthalmologist,16.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Nasima Akter,"MBBS,FCPS (Eye)",Ophthalmologist,16.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Israt Jahan,"MBBS,MCPS (Eye),FCPS (Eye)",Ophthalmologist,15.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma,Injuries and trauma,Ptosis,Refractive Errors,Retinal detachment,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Nusrat Shahrin,"MBBS,BCS (Health),MCPS,FCPS (EYE)","Pediatrician
Ophthalmologist",16.0,Green Eye Hospital Ltd., Dhaka-1205,"Amblyopia,Anophthalmia (absent eye),Cataracts,Congenital Aniridia,Congenital glaucoma,Congenital Ptosis,Eye Problems,Glaucoma,Nystagmus,Pediatric Ocular Allergies,Retinal detachment,Retinopathy of prematurity (ROP),Strabismus,Strabismus (crossed eyes),Microphthalmia (small eye)"
Assoc. Prof. Dr. Utpal Kumar Kundu,"MBBS,DO,MCPS (Eye),MS (Eye)",Ophthalmologist,22.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Sanjay Kumar Sarkar,"FCPS (Eye),MCPS (Eye),MBBS (DMC),BCS (Health)",Ophthalmologist,17.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Al Mahmud Lemon,"MBBS,BCS (Health),FCPS (Eye) MRCS (Eye) (UK),ICO (London)",Ophthalmologist,10.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Asst. Prof. Dr. A Q M Omar Sharif,"MBBS (Dhaka),MS (Eye),MCPS (Eye)",Ophthalmologist,19.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Debashish Ghosh,"MBBS,BCS (Health),MS (Eye)",Ophthalmologist,18.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. M.M.H. Monir,"MBBS (Dhaka),BCS (Health),MS (Eye),MCPS (Eye)",Ophthalmologist,18.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Asst. Prof. Dr. Samarendra Nath Adhikary,"MBBS (Dhaka),MS (Eye)",Ophthalmologist,22.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Shayamal Kumar Sarkar,"MBBS (Dhaka),MS (Eye),ICO (London)",Ophthalmologist,19.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Asst. Prof. Dr. Tarzia Asma Zafrullah,"MBBS (Dhaka),DO (D.U.),FCPS (Eye),MCPS (Eye)","Ophthalmologist
Pediatrician",18.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. S M Enamul Haque,"MBBS (Dhaka),MS (Eye)",Ophthalmologist,19.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Asst. Prof. Dr. Md. Abdus Salam,"MBBS (Dhaka),BCS (Health),FCPS,MS (Eye)",Ophthalmologist,19.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Assoc. Prof. Dr. Dilip Kumar Debnath,"MBBS,DO (B.S.M.M.U),ICO (London)",Ophthalmologist,26.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Prof. Dr. Md. Mostak Ahmed,"MBBS,MS (Ophth)",Ophthalmologist,24.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Prof. Dr. A I M Anisuddin Serniabat,"MBBS (DMC),DO,FCPS (EYE)",Ophthalmologist,24.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Prof. Dr. Md. Anisur Rahman Anjum,"MBBS (DMC),DO,FCPS (EYE)",Ophthalmologist,16.0,Green Eye Hospital Ltd., Dhaka-1205,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Dr. Col. (Retd) Ashraful Haque,MBBS,Medicine Specialist,14.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Aesthetic Medicine,Alzheimer's Disease,Arthritis Problem,General Medicine,Geriatric Medicine,Heart Diseases,Infectious Diseases,Influenza (Common Cold),Neonatal Medicine,Parkinson's disease,Pediatric Medicine,Trauma and Joint Replacement,Trauma and wound care,Trouble Sleeping,Vaccination / Immunization,Adolescent Medicine"
Dr. Ismail Hossain,MBBS,Ophthalmologist,12.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Hanif Md. Rakibul Hasan,MBBS,Ophthalmologist,13.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Shafayet Jamil Mithu,MBBS,Ophthalmologist,14.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. F.M.A.H. Maria,MBBS,Ophthalmologist,13.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Kakoli Dey,MBBS,Ophthalmologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Atiqur Rahman,MBBS,Ophthalmologist,17.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Fardous Rahman,BDS,Maxillofacial and Dental Surgeon,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Dental Caries,Dental implants,Dental Implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Tooth Decay,Treat Oral Diseases,Orthodontics"
Dr. Tapan Kumar Ghosh,"BDS (DU),PGT (OMFS)",Maxillofacial and Dental Surgeon,16.0,BRAC Healthcare | Mirpur, Dhaka-1216,"Dental Caries,Dental implants,Dental Implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Tooth Decay,Treat Oral Diseases,Orthodontics"
Dr. Faria Khirun,BDS,Maxillofacial and Dental Surgeon,13.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Cavities (Tooth Decay),Dental Caries,Dental implants,Dental Implants,Dry Mouth,Impacted Teeth,Impacted Teeth,Improve Jaw Function,Mouth Tumors,Periodontal Disease,Salivary Gland Disorders,Sensitive Teeth,Temporomandibular Joint (TMJ),Treat Oral Diseases,Orthodontics"
Dr. A. F. M Saifur Rahman,MBBS,Anesthesiologist,18.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Asthma,Cardiac Anesthesia,Epilepsy,General Anesthesia,Geriatric Anesthesia,Hypertension (High Blood Pressure),Maxillary Nerve Block,Neuro Anesthesia,OB-GYN Anesthesia,Obstructive Sleep Apnea (OSA),Pain Management,Pediatric Anesthesia,Proxymetacaine Anesthesia,Regional Anesthesia,Spinal Anesthesia,STROKE,Trauma Anesthesia,Intrathecal Anesthesia"
Dr. Kamal Sultan,"MBBS,M. Phil (Path)",Pathologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"3D/4D Ultrasound,Bloodstream Infections,Clinical Pathology,Colorectal Polyps,Cytopathology,Dermatopathology,Hematopathology,Histopathology,Neuropathology,Sexually Transmitted Infections (STIs),Surgical Pathology,Uropathology,Vector-Borne Infections,X- Ray,Immunopathology"
Dr. Shajeda Akter,MBBS,Ophthalmologist,15.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. A.H.M. Ehsanur Reza,MBBS,Ophthalmologist,17.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Rejaul Karim,MBBS,Ophthalmologist,12.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Taslima Mazid,"MBBS,MCPS,FCPS",Ophthalmologist,14.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Assoc. Prof. Dr. Rinku Paul,"MBBS,MCPS,DO",Ophthalmologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Abu Afza,"MBBS,DOMS",Ophthalmologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Md. Abul Hossain,"MBBS (Dhaka),DO (DU),PGT (Orbis)",Ophthalmologist,20.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Prof. Dr. Sohana Sharmin Gazi,"MBBS,DO,MCPS",Ophthalmologist,23.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Assoc. Prof. Dr. Maliha Sharmin,"MBBS,FCPS,FICO (UK)",Ophthalmologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Prof. Dr. Sabrina Rahmatullah,"MBBS,FCPS",Ophthalmologist,24.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Asst. Prof. Dr. Rezaul Karim,"MBBS,MCPS,DO",Ophthalmologist,28.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Prof. Zakia Wadud,"MBBS,FCPS",Ophthalmologist,22.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Assoc. Prof. Dr. Md. Shahidul Haque,"MBBS,DOMS,MPH",Ophthalmologist,15.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Assoc. Prof. Dr. Liakat Ali Talukder,"MBBS,DO,MPH (C.OPhth.)",Ophthalmologist,19.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Lens for Keratoconus,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Color Vision Deficiency"
Prof. Dr. Mohammad Mahbubur Rahman,"MBBS,DO,MPH",Ophthalmologist,31.0,Bangladesh Lions Eye Hospital Ltd., Dhaka-1207,"Age-Related Macular Degeneration Treatment,Allergic conjunctivitis,Amblyopia (Lazy Eye),Cataracts,Diabetic Retinopathy Screening/ Treatment,Dry eyes,Glaucoma Evaluation / Treatment,Injuries and trauma,Ptosis,Refractive Errors,Retinal Detachment Surgery,Strabismus,Treatment for Keratoconus,Color Vision Deficiency"
Dr. Chowdhury Samir Shawkat,"MBBS,DLO (BSMMU),MRCS (Final Part)",Otolaryngologists (ENT),17.0,Anwer Khan Modern Diagnostic Centre | Banani, Dhaka-1213,"Adenoiditis,Allergies,Chronic Rhinitis,Conductive Hearing Loss,Deviated septum,Head and Neck Tumor,Laryngitis,Meniere's disease,Otitis Media (Middle Ear Infection),Otosclerosis,Sinusitis,Surgery for Snoring,Swimmer's ear,Tinnitus (Ringing in the Ears),Tonsillitis Treatment,Cholesteatoma"
